Age,Gender,Years at Company,Job Role,Monthly Income,Work-Life Balance,Job Satisfaction,Performance Rating,Number of Promotions,Overtime,Distance from Home,Education Level,Marital Status,Number of Dependents,Job Level,Company Size,Company Tenure,Remote Work,Leadership Opportunities,Innovation Opportunities,Company Reputation,Employee Recognition,Attrition
29,1,7,1,6932,2,2,4,3,0,44,1,1,1,3,2,17,1,0,0,3,3,1
57,0,14,0,5795,3,3,4,3,0,3,3,1,6,3,2,83,0,0,1,2,2,1
57,1,47,4,9191,3,2,4,0,0,19,3,1,4,2,2,114,0,0,0,2,1,1
46,1,38,2,7244,3,3,3,0,1,48,5,1,3,2,1,46,0,0,1,1,1,1
42,1,6,4,8405,3,3,3,1,0,55,4,2,1,2,2,8,0,0,0,1,3,0
45,1,31,3,4968,2,3,3,4,1,99,1,0,0,1,1,92,0,0,1,3,1,0
36,0,23,4,10442,1,3,3,0,0,47,1,2,1,3,2,30,0,0,0,3,2,1
26,0,16,1,6605,3,2,3,2,0,70,3,1,2,2,2,46,0,0,0,3,1,0
37,0,9,4,10730,3,3,3,1,0,21,4,1,0,2,1,36,0,0,0,1,1,1
20,0,6,1,8622,2,3,3,0,1,73,3,2,4,2,1,82,0,0,0,3,3,0
44,0,36,4,7140,1,4,3,0,0,1,2,1,2,1,3,83,0,1,0,1,1,0
23,0,9,3,6125,3,1,3,1,1,53,2,0,0,2,2,41,0,0,0,3,1,0
28,1,7,1,7655,2,3,3,3,0,30,3,2,2,2,1,14,0,1,0,4,2,1
48,1,10,1,7049,2,2,4,1,0,38,4,2,0,3,1,31,0,0,0,2,3,1
40,0,8,0,3752,3,2,3,0,1,78,3,0,0,2,1,73,0,0,0,3,1,0
46,1,12,1,7931,2,3,3,0,1,4,2,1,3,2,2,54,0,0,0,4,2,1
54,0,41,2,6877,3,1,4,3,0,45,1,1,2,2,2,67,0,0,0,1,2,1
47,1,1,4,9605,3,3,3,0,0,69,1,2,0,3,3,16,0,0,0,2,3,0
38,1,2,0,4098,3,2,3,2,0,77,1,0,0,2,2,15,0,0,0,4,2,0
23,0,9,2,6957,3,4,3,0,0,69,4,1,2,1,2,81,0,0,0,3,3,1
46,1,29,2,6468,1,2,3,2,0,21,1,2,3,2,2,72,1,0,0,3,2,1
38,1,14,0,6299,3,2,3,2,0,53,2,2,0,3,2,63,0,0,0,3,1,1
59,1,15,0,5154,4,3,3,0,0,49,5,0,0,3,2,49,0,0,1,1,4,1
39,1,11,0,5802,2,4,3,0,1,17,2,1,1,1,2,73,0,1,1,2,2,1
32,0,16,0,5329,4,3,4,0,1,7,2,1,1,2,1,49,0,0,1,4,1,1
34,1,2,1,11093,3,1,4,0,1,17,3,1,1,3,2,66,0,0,0,3,1,0
24,0,1,2,7256,1,3,3,2,0,11,1,1,0,2,1,61,0,0,0,2,3,0
19,1,7,4,8060,1,2,3,0,0,20,2,0,1,3,1,42,0,0,0,3,3,1
26,1,16,3,6033,1,3,3,2,0,6,2,2,6,1,2,46,0,0,0,2,3,0
31,0,3,4,9216,3,3,3,0,1,98,4,1,4,1,2,43,0,0,0,2,3,0
44,0,4,1,11515,3,1,3,0,0,53,3,1,0,3,3,54,0,0,0,3,1,1
37,1,8,4,7512,2,3,3,0,0,50,2,2,0,3,1,55,0,0,0,3,1,1
30,1,13,2,9321,2,4,3,1,0,94,3,2,0,1,1,51,0,0,0,3,1,0
47,0,4,4,8766,4,2,3,1,0,10,1,2,0,3,3,70,0,0,1,3,1,1
45,1,33,2,9436,2,1,3,2,0,54,2,1,1,1,1,97,1,0,1,1,1,1
42,1,11,3,5415,3,2,3,0,0,9,1,1,3,1,3,52,1,0,0,2,2,1
48,0,18,4,8762,2,4,3,0,0,54,2,2,4,1,1,47,0,0,0,3,3,0
49,0,29,0,4453,4,2,2,0,1,87,3,1,4,2,3,53,0,0,0,2,3,1
20,0,7,0,4647,4,1,3,0,1,13,3,2,1,1,2,15,0,0,0,2,3,0
42,1,26,3,5890,4,4,3,2,0,7,2,1,0,1,1,101,0,0,0,3,3,1
39,0,6,4,9452,3,3,3,1,1,65,4,1,1,1,2,8,0,0,1,3,3,1
18,1,3,2,8548,3,4,3,0,1,30,2,2,1,2,2,58,0,0,1,4,2,0
46,0,34,0,4628,3,3,3,1,0,69,4,1,3,1,3,95,1,0,0,3,1,1
38,1,15,1,6841,2,1,3,0,0,82,3,1,2,2,3,47,0,0,0,3,3,0
33,0,18,0,4285,2,3,3,1,0,15,4,1,0,2,1,86,0,1,0,1,3,0
31,1,10,1,8351,2,3,3,0,0,53,2,1,2,1,3,28,0,0,0,3,2,1
29,1,4,2,7419,2,4,3,0,0,5,3,1,1,2,2,46,0,0,0,2,1,0
26,0,3,2,7321,3,3,3,2,1,41,1,1,3,2,1,77,0,0,0,3,3,1
29,1,12,4,11368,2,2,3,3,0,13,4,1,2,3,2,43,0,0,0,1,1,1
19,0,7,0,4102,4,3,1,0,0,82,2,1,4,1,2,22,0,0,0,3,3,0
21,1,3,2,9090,1,3,3,0,0,44,2,2,1,3,1,52,0,0,1,3,2,0
47,1,19,2,7557,3,4,2,0,0,29,4,1,0,3,2,79,0,0,0,3,1,1
44,1,17,2,7852,3,2,3,0,0,14,3,1,0,2,2,31,1,0,0,3,2,1
24,0,6,4,7795,1,3,4,2,1,32,1,1,1,1,3,72,0,0,0,2,1,1
50,0,33,4,10508,3,3,3,0,1,12,2,2,4,3,1,75,0,0,0,1,1,1
42,1,30,2,9487,4,1,3,0,0,43,2,2,1,2,2,81,0,0,0,3,1,1
24,0,4,3,5353,2,4,3,2,0,64,5,2,4,1,1,7,0,0,1,2,1,0
30,0,19,2,7343,3,3,4,0,1,20,1,1,0,2,3,54,0,0,0,3,1,1
33,0,19,4,9173,3,3,3,0,1,70,1,1,1,2,3,79,0,0,0,3,1,1
31,0,10,2,8528,3,4,4,2,0,31,3,2,1,2,2,82,0,0,0,4,4,0
35,0,4,4,10228,1,3,3,0,0,49,1,2,1,2,2,11,0,0,0,2,1,0
53,1,15,0,4918,3,3,3,1,1,69,3,1,4,2,2,45,0,0,0,3,1,0
28,1,17,0,5773,3,3,3,0,0,25,2,2,1,2,3,79,0,0,0,3,2,0
19,0,4,0,2989,2,4,3,3,1,79,5,1,1,3,2,10,0,0,1,3,3,1
24,0,7,3,6606,4,3,3,1,0,83,4,1,0,3,2,13,0,0,0,3,2,1
38,1,8,2,7973,2,3,1,0,1,38,4,1,0,2,2,21,0,0,0,3,3,0
31,0,15,1,7622,2,4,3,0,0,98,3,1,0,1,2,69,1,0,0,2,1,0
32,0,24,4,8848,3,4,3,1,0,61,1,2,3,3,3,57,0,0,0,3,1,0
32,1,19,4,9337,2,4,3,0,1,77,3,1,2,1,3,92,0,0,0,3,2,0
48,1,13,2,7175,1,3,2,0,0,75,3,1,2,2,2,29,0,0,0,2,1,0
37,0,11,3,5869,4,2,4,0,0,96,3,1,0,1,3,42,0,0,0,3,1,1
44,0,18,2,8077,2,4,4,1,1,23,2,2,2,1,1,50,1,0,0,3,1,0
24,1,8,2,7677,2,3,3,1,0,5,1,0,3,3,1,31,0,0,0,2,3,0
51,1,30,2,7340,4,4,3,1,0,21,2,1,4,3,2,84,0,0,0,1,3,1
23,0,5,4,7990,4,3,4,1,0,44,2,2,0,3,2,66,1,0,1,3,1,1
58,1,2,4,8080,1,4,3,0,0,85,2,1,0,2,1,15,0,0,0,3,3,0
48,0,35,2,8537,3,4,4,0,1,57,4,1,1,1,2,90,0,0,0,3,3,0
32,1,22,4,10207,2,3,3,2,0,50,3,1,2,3,2,72,0,0,0,3,3,1
28,1,13,1,9098,1,3,1,0,1,37,5,2,2,3,1,26,0,0,1,1,1,1
20,1,7,2,7278,2,1,3,0,0,3,4,2,0,2,2,84,0,0,0,2,1,0
52,1,42,4,8743,3,3,4,4,1,88,4,1,1,1,2,80,0,0,0,2,3,1
24,0,3,4,8904,1,3,3,1,0,67,3,0,4,2,1,73,1,0,0,3,2,1
34,1,11,2,9518,2,3,3,0,0,99,2,1,2,3,2,75,1,0,0,3,2,1
57,1,37,2,6831,4,4,2,0,0,78,1,1,3,1,2,93,0,0,1,3,2,0
53,1,28,0,5721,3,3,3,0,0,14,5,1,3,2,3,84,0,0,0,1,3,1
24,1,1,3,6062,2,4,4,0,1,11,4,0,3,1,2,45,0,0,0,3,3,0
48,1,4,0,4571,1,3,1,4,0,29,1,1,4,3,2,25,0,0,1,2,1,1
42,1,5,3,5704,2,2,4,2,1,92,1,1,3,1,1,11,0,0,0,3,4,0
19,1,4,4,10346,3,4,2,0,0,65,1,2,0,3,3,53,0,0,0,2,3,0
19,1,9,4,9210,2,2,1,0,0,60,3,1,0,2,2,14,0,0,0,2,1,1
54,1,2,1,7114,2,4,3,1,0,26,3,1,1,2,2,28,0,0,0,1,1,0
25,0,5,1,9146,4,2,3,1,0,75,3,0,0,2,3,25,0,0,0,3,1,1
31,0,2,4,9197,2,3,2,0,0,40,3,2,0,2,2,75,0,0,0,3,1,0
25,1,3,4,8882,2,4,3,1,0,13,2,1,1,1,3,52,1,0,0,2,3,0
49,1,14,0,3828,2,3,4,0,0,61,3,2,3,1,2,52,1,0,0,4,1,0
22,1,10,4,9398,3,3,1,2,1,54,4,0,1,3,3,42,0,0,0,1,2,0
32,0,12,0,4506,3,3,4,1,1,61,1,2,1,2,1,75,0,0,0,4,3,0
57,1,38,4,8455,3,3,3,0,0,26,5,1,0,2,1,48,0,1,0,3,3,1
49,1,39,4,7194,2,3,3,0,1,98,2,1,1,1,1,65,0,1,0,3,1,0
43,0,20,1,8848,3,3,3,1,0,26,4,2,0,1,2,92,0,0,0,2,3,0
27,0,11,1,9454,1,4,2,2,0,47,1,2,0,1,2,33,0,0,1,3,3,0
42,0,29,2,10568,1,1,3,0,1,89,4,1,1,1,1,74,0,0,0,3,2,0
42,1,9,2,8592,3,2,3,0,1,55,1,2,0,1,2,80,0,0,0,1,2,0
36,0,7,0,2075,3,3,2,2,1,82,2,2,3,2,1,9,0,0,0,3,3,0
38,0,3,0,3775,4,4,3,0,0,34,3,2,1,2,3,21,0,0,0,2,3,1
33,1,7,4,10114,2,3,4,0,0,53,5,0,1,1,2,14,0,0,0,3,1,0
39,1,10,3,6612,2,2,2,3,0,51,3,1,1,2,3,21,0,0,0,3,2,0
23,0,1,2,6623,2,3,3,0,0,38,3,1,0,3,1,54,0,0,1,1,2,0
52,0,17,1,6507,2,3,3,0,1,27,3,2,1,1,1,37,0,0,0,3,1,0
53,1,15,4,9512,2,2,3,1,1,50,3,0,0,1,3,42,0,0,0,3,2,0
37,1,29,0,3620,2,3,3,0,0,50,4,0,1,3,2,79,0,0,0,3,2,1
59,0,36,0,4113,1,3,4,0,1,48,1,1,4,2,2,41,0,0,1,2,2,0
22,0,4,1,6795,3,3,3,0,0,59,3,1,4,1,2,79,0,0,0,4,1,1
22,1,2,3,6093,2,3,3,1,1,26,4,0,3,1,2,44,0,0,0,3,3,1
34,1,13,1,9017,2,3,4,1,0,27,2,2,2,2,3,86,0,0,0,1,1,1
40,0,22,4,9203,3,2,3,2,0,70,4,1,1,2,3,44,1,0,0,1,3,1
28,0,1,2,9910,4,3,3,0,1,3,4,2,2,2,1,76,0,0,0,2,1,0
29,0,20,2,5964,4,4,1,3,0,24,1,0,1,1,3,33,0,0,1,2,1,1
47,1,25,3,5673,2,3,1,2,1,76,4,0,2,2,3,91,1,0,0,4,1,0
56,0,31,3,4968,3,4,3,1,0,28,2,1,4,2,1,98,0,0,0,3,3,1
28,1,9,0,5217,3,3,3,2,0,70,2,2,0,1,3,68,1,0,0,3,1,0
22,1,7,4,8822,2,4,3,1,0,33,3,1,0,2,1,31,0,0,1,4,1,1
30,1,8,2,9820,2,2,2,0,0,59,1,1,0,1,1,64,0,0,0,3,1,0
24,0,8,0,6427,4,1,4,0,0,10,4,2,1,2,1,85,0,0,0,3,3,1
33,0,21,0,3739,3,3,2,2,0,50,3,0,3,1,2,29,0,0,0,3,3,0
25,0,4,2,8322,2,3,4,3,1,38,2,2,4,2,2,74,0,1,0,3,4,0
29,0,16,0,5682,3,3,3,2,0,33,3,2,0,2,2,19,0,1,0,3,3,0
26,1,3,3,4249,3,3,4,0,0,26,2,2,3,2,2,47,1,0,0,3,2,0
19,0,5,3,5971,2,3,1,0,0,52,1,1,2,2,2,30,0,0,0,1,2,0
19,0,6,2,7571,1,1,3,0,0,57,2,0,1,2,3,83,0,0,0,2,1,0
20,0,12,3,7061,3,3,4,1,0,15,3,2,0,2,2,38,1,0,1,2,3,1
42,1,16,1,6061,1,3,3,1,0,5,1,1,0,2,2,65,0,1,0,3,1,1
51,1,27,0,4506,3,3,3,1,1,45,2,0,1,2,3,62,0,0,0,3,1,1
22,1,7,3,5754,3,2,3,0,0,80,1,1,0,2,2,70,0,0,0,1,1,0
53,1,39,1,8157,3,3,2,2,1,72,3,1,5,2,1,73,0,0,0,1,1,1
29,0,12,0,3900,2,3,3,1,0,12,1,2,2,3,2,87,0,0,0,2,2,0
21,1,3,2,8722,4,3,3,0,1,61,3,2,1,2,3,12,0,0,0,4,2,0
21,0,10,2,6038,3,4,4,0,0,52,3,1,3,1,3,41,0,0,0,3,3,0
56,1,14,3,5686,3,3,3,2,0,56,1,1,0,3,2,78,0,0,1,2,2,1
31,1,6,0,3797,2,1,3,2,0,44,3,2,0,1,2,68,1,0,0,3,1,0
29,0,15,3,5900,3,2,3,0,1,97,2,1,1,2,2,35,0,0,0,2,3,1
45,1,14,2,7612,2,3,3,0,0,58,3,2,0,1,2,67,0,0,0,3,1,0
22,1,7,3,4933,4,3,4,1,1,76,2,2,6,2,2,57,0,0,0,2,3,0
26,1,2,0,4432,3,4,4,1,0,88,2,2,0,2,3,65,0,0,0,1,2,0
32,1,13,2,6960,3,1,4,0,1,43,2,2,1,2,1,68,0,0,1,1,2,1
55,1,39,4,8040,4,3,3,2,1,94,2,1,1,1,3,114,0,0,0,2,1,1
50,0,24,2,8475,1,3,3,2,0,30,4,0,3,2,2,80,0,0,0,4,3,0
19,0,3,4,11944,2,3,4,1,0,83,1,2,5,3,2,70,1,0,0,4,1,1
56,0,4,2,10616,2,4,3,0,1,4,1,2,0,1,2,17,0,0,1,4,3,0
55,1,16,3,5572,3,3,3,0,0,52,4,2,1,1,2,80,0,0,0,3,1,1
18,0,4,4,8931,2,3,4,0,0,10,2,0,0,3,1,58,0,0,0,3,2,0
57,0,17,1,8591,2,1,2,1,0,78,5,2,6,2,2,50,0,0,0,3,4,1
27,0,8,4,10670,2,4,3,0,1,94,4,1,3,1,1,11,0,0,0,3,2,0
25,1,8,4,7054,2,2,3,0,0,15,3,0,0,2,1,80,1,0,0,3,1,1
38,0,3,3,6553,3,3,3,1,1,94,2,1,4,2,3,18,0,0,0,2,4,1
31,0,11,2,8320,3,3,2,0,1,8,5,1,6,1,2,61,1,0,0,3,4,1
51,1,22,1,8125,1,3,3,1,0,27,3,1,1,2,1,66,1,0,0,1,3,0
40,1,21,2,7479,3,3,3,0,0,70,5,1,0,2,3,81,0,1,0,3,1,1
56,1,4,0,3401,2,2,3,0,1,97,4,2,3,2,3,6,0,0,0,3,2,0
40,1,1,2,6798,2,4,3,2,0,20,2,0,0,2,3,70,0,0,0,4,2,0
42,1,16,1,10186,3,3,3,1,1,35,3,1,4,2,1,88,0,0,0,3,1,1
44,1,1,2,8521,3,4,3,0,0,95,3,1,1,1,2,43,1,0,1,1,2,1
23,0,9,0,3166,3,3,2,2,0,1,1,1,0,1,2,77,0,0,1,3,2,1
45,1,11,2,9157,2,3,3,0,0,26,4,1,0,2,3,74,0,0,1,3,1,1
50,0,23,0,4806,3,1,4,0,0,7,1,1,0,1,2,25,0,0,0,3,2,0
48,0,24,1,7447,4,2,3,0,0,98,2,1,4,2,3,89,0,0,0,3,1,1
52,0,14,2,9327,4,4,4,1,1,25,3,0,0,1,3,32,0,0,0,2,2,0
19,0,1,2,8632,4,4,3,0,0,67,2,1,0,2,2,17,0,0,1,3,1,1
49,1,2,3,5850,3,3,4,0,0,57,4,2,1,1,2,45,0,0,0,1,1,0
40,1,6,2,8060,2,2,4,1,0,44,3,2,0,2,2,53,0,0,0,3,2,1
55,1,5,4,11674,1,3,1,0,1,2,3,1,3,2,3,56,0,0,0,4,2,0
41,1,5,4,6507,3,3,4,0,0,24,2,1,2,2,1,79,1,0,0,1,1,1
43,1,29,1,9506,2,1,2,0,1,18,5,0,0,3,2,57,1,0,0,3,1,1
58,0,48,4,8460,3,3,3,0,1,22,1,1,1,2,1,74,0,0,0,1,2,1
25,1,15,4,5165,3,2,3,0,1,77,1,2,5,2,3,36,0,0,1,1,2,1
33,0,11,1,7710,4,2,3,1,1,99,2,0,0,3,2,39,0,0,1,2,3,1
34,1,16,4,10100,1,3,3,0,0,93,5,2,2,1,2,54,0,0,0,3,3,0
36,1,12,2,9258,2,4,2,0,0,68,2,2,1,1,1,63,0,0,0,1,2,0
50,0,34,2,7995,1,4,2,0,0,98,2,2,3,1,2,80,1,0,0,3,1,0
43,0,12,4,8074,3,3,3,2,0,2,1,2,0,3,1,62,0,0,0,2,1,1
45,1,7,0,4430,4,4,2,0,0,63,3,1,0,2,3,11,0,0,0,3,3,1
36,0,8,1,11475,1,4,3,1,0,62,4,1,4,2,3,55,0,0,0,3,2,0
19,0,4,3,5581,2,2,3,0,0,69,4,1,1,1,2,26,0,0,0,1,1,0
29,1,14,1,8056,2,3,4,2,1,71,4,1,4,1,2,64,1,0,0,2,2,1
55,1,18,0,4838,4,4,3,1,0,67,3,0,4,1,1,19,0,0,0,2,3,1
27,0,11,4,10330,3,3,3,1,0,12,2,1,1,2,2,62,0,0,0,3,1,1
18,1,2,2,8564,2,3,2,0,0,60,2,2,0,1,2,5,0,0,0,4,3,0
19,1,6,2,6479,2,3,4,1,0,74,2,1,3,1,1,21,0,0,0,4,2,0
45,0,21,4,7841,4,3,3,1,0,88,3,1,4,2,2,76,0,0,0,4,3,0
25,1,14,1,11795,4,3,3,0,1,52,3,2,1,1,1,43,0,0,0,2,2,0
52,0,34,4,6670,2,4,3,0,0,91,3,1,3,2,2,58,0,0,0,3,1,0
40,0,7,4,5853,2,4,3,0,0,8,3,2,1,1,1,85,0,0,0,2,3,0
46,0,29,3,5852,2,2,3,0,0,27,4,2,1,2,3,76,0,0,1,2,2,1
18,0,5,4,9046,3,1,4,1,0,98,1,1,4,2,1,13,1,0,0,1,4,1
39,1,7,1,6991,4,1,3,1,1,65,2,1,1,1,1,84,0,0,0,3,2,1
46,0,27,2,6497,2,3,1,0,0,45,3,1,0,2,1,102,0,0,0,4,1,1
29,0,19,3,5983,3,2,1,1,0,89,4,2,0,2,3,60,0,0,0,1,1,0
42,1,15,3,5958,2,4,3,1,0,78,2,2,0,1,3,21,0,0,0,3,1,0
51,0,11,4,8832,3,2,3,1,0,70,3,1,3,3,3,20,0,0,0,3,1,1
23,0,10,3,6169,3,4,3,1,0,15,3,1,3,1,2,40,0,0,0,3,1,0
26,1,3,4,7529,3,3,3,0,0,20,4,2,4,1,1,28,0,0,0,2,1,0
32,1,14,3,5978,3,3,2,0,1,3,2,0,0,2,1,80,0,0,0,3,3,0
54,0,9,3,5053,2,4,2,2,1,11,1,1,3,2,2,84,1,0,0,3,3,1
29,0,17,2,5620,1,2,3,1,0,99,3,1,3,1,1,30,0,0,0,1,2,0
51,1,3,3,5417,2,4,4,0,0,79,3,2,0,2,2,51,1,1,0,3,3,0
23,1,12,1,9166,4,3,3,2,1,43,2,1,1,2,1,79,0,0,0,2,2,0
36,1,16,1,7608,2,2,4,3,1,2,4,2,0,1,1,49,0,0,0,3,3,1
44,1,14,4,7526,1,4,3,0,0,83,5,0,2,1,2,82,0,0,0,3,4,0
35,1,22,4,8121,3,4,3,2,0,86,1,2,3,2,1,75,1,0,0,1,2,1
56,1,44,2,8492,3,4,3,1,0,75,4,2,0,3,1,87,0,0,1,3,3,1
51,0,11,4,10620,4,2,1,0,0,4,3,1,0,1,1,82,0,1,0,2,3,1
48,0,20,0,4615,4,3,2,0,0,37,4,1,3,2,3,57,1,0,0,2,1,1
35,0,25,4,10295,3,2,4,2,0,59,3,1,2,2,2,64,1,0,0,3,1,1
25,1,13,2,6733,1,1,3,2,0,60,4,2,0,2,1,45,0,0,0,4,2,0
48,1,11,3,5808,2,2,3,2,0,12,4,1,4,1,1,73,0,0,0,2,1,1
38,1,30,2,8877,4,3,1,0,0,72,3,2,1,2,2,97,0,0,0,3,1,1
18,0,4,3,5745,4,3,1,2,0,71,1,1,1,2,2,82,0,0,1,1,1,1
55,0,40,2,7034,4,2,3,1,0,79,2,1,0,3,2,82,0,0,0,2,3,1
19,0,11,2,9056,1,4,4,1,0,52,2,1,1,1,3,14,0,0,0,4,3,0
21,1,9,0,4410,3,3,3,1,0,63,3,1,3,2,2,56,0,0,0,3,1,0
45,0,18,3,6168,3,4,4,0,0,3,1,2,2,2,3,95,0,0,1,4,3,0
34,0,17,4,10095,2,4,3,1,0,59,3,2,0,3,2,55,0,0,0,3,1,0
21,1,4,0,5197,4,2,3,0,0,40,3,2,1,1,2,64,0,0,0,1,3,0
55,0,35,3,6314,4,3,3,1,0,54,2,0,2,3,2,65,0,0,0,3,3,1
27,0,16,3,5740,4,4,2,1,0,42,2,1,0,2,3,76,0,0,0,3,1,1
45,0,10,0,5005,3,2,3,2,1,3,3,1,4,3,2,18,0,0,0,3,1,1
20,1,10,4,8032,2,3,3,0,0,55,4,0,4,3,3,20,0,0,0,3,2,1
46,0,31,4,9562,1,3,4,1,1,49,3,1,0,1,2,48,0,0,0,2,4,0
23,0,14,1,6255,3,3,3,0,0,14,4,2,0,1,1,34,0,0,0,1,1,0
28,1,6,0,4110,2,3,4,2,0,48,4,2,0,1,2,55,0,0,0,3,3,0
31,1,19,1,5037,2,3,3,0,0,81,3,0,1,3,2,39,1,0,0,3,2,1
27,1,9,0,5605,2,4,1,2,0,68,2,2,3,2,2,77,1,0,0,1,2,0
55,0,29,0,4453,3,3,3,1,0,77,1,1,0,3,2,82,1,0,0,3,1,1
56,0,5,0,5614,3,2,3,1,0,76,3,1,1,1,3,71,1,0,0,3,3,1
26,0,14,2,9200,2,3,3,2,0,75,5,1,4,1,2,60,0,0,0,1,1,1
40,0,29,0,4725,2,1,3,2,0,90,2,1,1,3,2,95,1,0,0,2,1,1
56,1,35,4,6082,2,3,3,0,1,95,4,2,1,2,2,114,0,0,0,2,4,0
36,0,15,2,8131,3,4,3,1,0,33,2,1,4,2,2,41,0,0,0,3,3,1
33,1,3,4,8701,3,3,3,2,1,27,1,0,1,2,2,30,0,0,0,2,2,1
49,0,32,3,5125,3,3,3,1,0,29,4,1,0,1,2,107,1,0,0,3,1,1
39,1,2,2,7704,4,3,3,3,0,20,3,1,0,1,2,33,0,0,0,1,1,1
34,1,8,4,9332,3,1,3,2,0,38,5,2,4,1,2,77,0,0,1,3,1,0
35,1,9,4,7486,1,3,3,2,0,1,1,1,2,3,2,33,0,1,0,3,1,1
23,1,2,2,8743,2,2,3,1,0,93,1,1,1,2,2,4,0,0,0,3,2,1
47,1,32,2,9300,4,1,4,2,1,88,1,1,1,1,2,68,1,0,0,3,3,1
32,1,20,2,6768,2,3,2,0,0,36,1,1,1,3,2,38,0,0,0,3,1,1
41,0,16,1,5921,2,3,1,2,1,44,3,0,3,2,3,40,0,0,1,3,1,0
53,1,33,1,6780,4,3,3,1,1,86,4,1,4,1,1,79,0,0,0,1,1,1
23,0,5,4,8735,3,3,3,1,1,9,1,1,3,1,2,52,0,0,0,3,3,0
37,1,11,2,9501,3,3,3,0,0,39,1,2,2,1,1,54,0,0,0,2,1,0
30,0,5,1,6842,2,2,4,0,1,45,1,1,5,2,1,82,0,0,0,3,2,1
30,0,14,0,4965,3,1,3,1,1,74,2,1,3,1,1,37,0,0,0,3,3,0
40,0,20,0,4174,3,2,3,1,0,58,1,2,0,2,2,96,0,0,0,3,1,1
33,0,1,4,10838,2,3,3,0,0,88,2,2,0,2,1,47,0,0,1,2,1,0
51,0,16,1,9951,3,3,3,0,1,17,5,1,1,1,2,53,1,0,0,2,1,1
32,0,12,3,5247,3,4,1,2,0,82,2,2,0,3,2,47,1,0,0,3,1,1
23,1,14,2,7515,4,3,3,1,0,1,1,2,0,1,3,20,0,0,0,3,1,0
59,0,43,2,8700,3,2,3,1,0,34,2,2,3,3,1,109,1,0,1,3,1,1
25,1,10,4,8609,1,3,3,0,0,41,3,1,4,1,2,61,0,0,0,4,2,0
18,0,2,4,9773,4,3,3,0,0,33,3,1,2,1,2,62,0,0,0,4,1,1
43,1,33,0,5345,3,2,3,1,0,60,3,1,6,1,3,95,1,0,0,3,3,1
27,0,18,1,9197,2,2,3,0,1,18,1,2,0,3,2,91,0,0,0,3,3,1
30,1,8,1,4600,3,4,3,0,1,66,1,2,0,2,1,22,1,0,0,3,3,1
48,1,2,3,5963,4,3,4,2,1,76,1,1,6,3,2,15,0,0,0,1,2,1
51,1,6,4,7948,2,3,3,2,1,74,4,1,1,1,3,71,0,0,0,3,2,0
27,1,19,2,7643,3,3,3,0,1,16,4,2,2,3,3,98,0,0,0,3,1,1
23,0,10,2,8070,2,1,4,0,0,11,4,1,2,2,1,55,0,0,0,1,1,0
40,0,11,1,8489,3,4,3,0,0,60,4,1,1,3,2,64,0,0,0,1,3,1
39,1,16,1,7908,4,4,3,0,1,76,2,1,3,1,1,48,0,0,0,2,1,0
36,1,3,4,7379,1,3,4,0,0,76,3,0,3,1,1,29,0,0,0,3,2,0
23,1,12,4,10046,2,3,3,0,0,9,1,1,0,2,2,88,1,0,0,3,1,1
59,0,32,0,3675,1,4,3,0,0,21,4,2,3,1,1,78,0,0,1,2,1,0
36,0,12,4,8656,2,1,4,0,1,73,2,2,1,2,1,71,1,0,0,3,1,0
39,1,14,4,10965,2,3,4,2,1,12,1,1,3,1,2,35,1,0,0,3,4,1
59,1,15,2,7740,3,1,3,0,0,77,3,2,4,1,2,37,1,0,0,3,3,1
23,1,8,0,4463,2,3,3,0,1,73,4,2,3,3,2,58,0,0,0,4,1,0
19,1,11,2,8030,2,3,4,0,0,63,2,1,5,2,1,57,0,0,0,3,3,1
51,1,12,2,8017,3,3,3,4,0,20,4,1,3,2,2,75,1,0,0,2,1,1
52,1,36,2,8347,4,3,3,2,1,94,3,1,3,2,2,93,0,0,1,4,1,1
54,0,1,2,8445,2,4,3,0,0,47,3,0,0,3,1,20,0,0,0,3,3,1
40,0,7,2,8541,2,3,2,3,0,79,2,1,1,2,2,19,0,0,0,3,3,1
25,0,13,0,3833,2,3,3,1,0,39,2,2,0,1,2,74,0,0,0,1,1,0
25,0,4,3,6444,2,4,2,0,0,18,2,2,3,3,1,29,0,1,0,3,2,0
51,1,42,4,7737,2,3,3,1,1,31,2,1,2,2,2,47,0,0,1,3,1,0
49,1,24,1,9156,3,3,4,0,0,88,4,1,0,1,2,73,0,0,0,1,3,1
22,1,1,4,9744,1,3,3,2,1,60,4,1,0,1,3,2,0,0,0,2,1,0
34,1,19,4,10660,3,4,2,2,1,45,1,0,4,2,1,66,0,0,0,3,4,1
48,1,13,0,4867,3,3,4,0,1,8,2,2,1,1,2,37,0,0,0,3,2,0
37,0,12,2,7825,1,4,3,0,1,70,2,1,2,3,3,31,0,0,1,3,1,0
53,1,12,2,9361,2,1,3,0,0,1,5,1,3,2,2,36,0,0,0,2,2,1
47,1,12,4,8489,2,1,3,0,0,82,3,1,0,2,2,87,1,0,0,3,1,1
42,1,26,4,8113,3,2,3,0,0,14,1,1,3,1,1,92,1,0,0,3,3,1
51,1,19,0,4764,4,4,2,1,0,36,2,1,5,2,1,97,1,0,0,3,1,1
42,1,21,2,7583,3,4,3,1,0,72,1,1,1,3,2,51,0,0,1,3,3,1
